product name,url,image url,brand
31-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37455817/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/12/pR9IIE4N_b5d53fca10544864b270fc4cd16a3ec7.jpg,Myntra
32-Solid Hooded Sporty Jacket,https://www.myntra.com/jackets/dimpy+garments/dimpy-garments-women-solid-hooded-waterproof-windcheater-sporty-jacket/32710970/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/11/5yIeMmLU_5a705c2cd47047c4b8fe2ade7b7ff39e.jpg,Myntra
33-Woollen Fashion Jacket,https://www.myntra.com/jackets/szn/szn-women-woollen-fashion-jacket/37844323/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/8/GTDxistc_c4609320c35c4af2bbcd36f5e14eca7b.jpg,Myntra
34-Puffer Jacket,https://www.myntra.com/jackets/szn/szn-women-puffer-jacket/37841622/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/8/EC4dEJZd_29ad1ccced0c4a9794d0a45f3b2e4ef7.jpg,Myntra
35-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37455401/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/12/zVWnDDxp_eb5c0c1fa31e4181831fc233cfec4415.jpg,Myntra
36-Women Solid Sporty Jacket,https://www.myntra.com/jackets/qioa/qioa-women-hooded-solid-windcheater-sporty-jacket/36426535/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/4/9PKRbBzi_d3a904f75bb1491e9309dabfbbe7a717.jpg,Myntra
37-Puffer Jacket,https://www.myntra.com/jackets/szn/szn-women-puffer-jacket/37841618/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/8/zLTEwual_8d288fd30a4849ec936f1516b101cdb6.jpg,Myntra
38-Woollen Lightweight Jacket,https://www.myntra.com/jackets/grx/grx-women-woollen-lightweight-jacket/38489353/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/DECEMBER/8/rjPMaevY_eac36f46218b4358ab75e3691003d177.jpg,Myntra
39-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/kasendra/kasendra-women-fleece-lightweight-open-front-jacket/37922749/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/12/NT4IFydX_1b640b4f5da4467fb7a78e0499f046c0.jpg,Myntra
40-Women Hoodie Jacket,https://www.myntra.com/jackets/glitchez/glitchez-women-lightweight-crop-bomber-jacket/38257488/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/26/hzc8Lgmb_5f437b63c11846abbde85965cbccad9f.jpg,Myntra
41-Woollen Fashion Jacket,https://www.myntra.com/jackets/szn/szn-women-woollen-fashion-jacket/37844324/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/8/PTIXmoue_296cd09f60df436392d81a3b2f9c3301.jpg,Myntra
42-Solid Hooded Sporty Jacket,https://www.myntra.com/jackets/dimpy+garments/dimpy-garments-women-solid-hooded-waterproof-windcheater-sporty-jacket/32710954/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/FEBRUARY/11/IOqDZnmW_d3a007a9b4904d00a6c13bc561a81f92.jpg,Myntra
43-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37455399/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/12/gtVjM5Jf_451f1d033c234be3a364bf07b9bd1d7b.jpg,Myntra
44-Crop Puffer Jacket,https://www.myntra.com/jackets/glitchez/glitchez-mock-collar-crop-relaxed-fit-puffer-gilet-jacket/34847510/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/DECEMBER/2/HNUxOmUi_cc7b15192cbd4ff692b4055ee0f9594b.jpg,Myntra
45-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37455819/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/12/SlGJI9un_1d1e5b4d9c1946c3be28220a7d414791.jpg,Myntra
46-Women Fleece Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-black-solid-open-front-jacket/36676161/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/AUGUST/29/bWoxdq8Z_926b1be3964f498b9d84d4da95bdde29.jpg,Myntra
47-Women Jacket,https://www.myntra.com/jackets/genzilooks/genzilooks-women-jacket-/38278205/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/27/YyAbTUQM_3f997b99908447da9034b9b7da779f01.jpg,Myntra
